id,ลำดับ,ประมาณการติดตั้ง Solar cell,KW_PK,ตรวจสอบสถานที่,ชื่อโรงเรียน,ที่อยู่,ชื่อตำบล,ชื่ออำเภอ,ชื่อจังหวัด,รหัสไปรษณีย์,จำนวนนักเรียน,ภาค,สังกัด,เขต,กฟภ,อัตรา,CA,Status,status_date,activity,activity_date,การติดต่อ 15%,การเจรจา 30%,ความสนใจ 30%,กำลังติดตั้ง 25%,Score 10คะแนน,การดำเนินงาน,E-mail,วันที่ดำเนินการ,ดำเนินการโดย,ชื่อผู้ประสานงานโรงเรียน,ตำแหน่ง,เบอร์ติดต่อผู้ประสานงาน,ชื่อผู้อำนวยการโรงเรียน,เบอร์ติดต่อ ผอ.,ค่าฟ้าเฉลี่ย/เดือน,สถานะดำเนินการของ กฟภ.,ผู้ลงทุน,กลุ่มขนาดติดตั้ง,ชื่อผู้ติดต่อสังกัดสถานศึกษา,เบอร์โทรองค์กรสังกัดสถานศึกษา,เลขที่,วันที่,เลขที่ ศธ,วันที่ตอบกลับ,เลขที่ใบปะหน้า,วันที่ใบปะหน้า,เลขที่หนังสือ,วันที่หนังสือ,เลขที่ ศธ ข้อเสนอ,วันที่ข้อเสนอ,Simulation,ข้อเสนอโครงการ,ข้อเสนอโครงการที่ออกจาก PEA,PEA,Focus,อาจารย์โจ้,check,Latitude,Longitude,chk,statusArr,activityArr,meterArr,รวมKW_PK,ความเข้าใจในโมเดล ESCO (10%),ระดับความร่วมมือของโรงเรียน (10%),การตัดสินใจและอำนาจภายใน (10%),ความพร้อมในการให้ข้อมูล (10%),การค้างค่าไฟฟ้า (10%),หมายเหตุของโรงเรียน,พื้นที่ติดตั้งที่มีอยู่ (10%),สภาพวัสดุมุงหลังคา (10%),สภาพโครงสร้าง (10%),จุดเชื่อมต่อและการเดินสายไฟ (10%),การเข้าถึงหน้างาน (10%),หมายเหตุของพื้นที่,รวมคะแนน,link หนังสือเชิญ,link หนังสือตอบรับข้อเสนอ,link ข้อเสนอโครงการ,
916,738,110,101.67,,โรงเรียนเตรียมอุดมศึกษาพัฒนาการ ร้อยเอ็ด,,ในเมือง,เมืองร้อยเอ็ด,ร้อยเอ็ด,45000,703,ตะวันออกเฉียงเหนือ,สพม.ร้อยเอ็ด,,กฟฉ.2,3124,20012555613,ไม่สนใจ-มีเจ้าอื่นเข้าแล้ว,,,,,,,,#VALUE!,info@tup101.ac.th,info@tup101.ac.th,,หมิง,,,043-624180,,,,#N/A,#N/A,,,,,,,,,,,,,,,,,1,,,ไม่ซ้ำ,16.0774843,103.5878275,File Phat,,,,,,,,,,,,,,,,,,,,,
917,739,90,85,,โรงเรียนทรายทองวิทยา,,โพนทราย,โพนทราย,ร้อยเอ็ด,45240,809,ตะวันออกเฉียงเหนือ,สพม.ร้อยเอ็ด,,กฟฉ.2,3124,20012393398,,,,,,,,,,,,,,,,,,,56254.85,#N/A,i2,เล็ก,,,,,,,,,,,,,,,,,,,,16.065063,103.546441,File original,,,,,,,,,,,,,,,,,,,,,
918,744,100,98.43,,โรงเรียนเมืองสรวงวิทยา,,หนองผือ,เมืองสรวง,ร้อยเอ็ด,45220,855,ตะวันออกเฉียงเหนือ,สพม.ร้อยเอ็ด,,กฟฉ.2,3124,20011375435,ติดต่อใหม่-เบอร์ติดต่อไม่ได้,,,,,,,,#VALUE!,admin@msw101.ac.th,admin@msw101.ac.th,,หมิง,,,043-579072,,,,#N/A,#N/A,,,,,,,,,,,,,,,,,1,,,ไม่ซ้ำ,15.8218478,103.7172029,File Phat,,,,,,,,,,,,,,,,,,,,,
919,750,80,70.64,,โรงเรียนหนองพอกวิทยาลัย,,หนองพอก,หนองพอก,ร้อยเอ็ด,45210,1535,ตะวันออกเฉียงเหนือ,สพม.ร้อยเอ็ด,,กฟฉ.2,3124,20012265661,,,,,,,,,,,,,,,,,,,59532.35,#N/A,i2,เล็ก,,,,,,,,,,,,,,,,,,,,16.3076471,104.2163411,File original,,,,,,,,,,,,,,,,,,,,,
920,752,80,75.06,,โรงเรียนอาจสามารถวิทยา,โรงเรียนอาจสามารถวิทยา โรงเรียนอาจสามารถวิทยา ม.12,อาจสามารถ,อาจสามารถ,ร้อยเอ็ด,45160,1090,ตะวันออกเฉียงเหนือ,สพม.ร้อยเอ็ด,,กฟฉ.2,3124,20012254497,,,,,,,,,,,,,,,,,,,57185.37,#N/A,i2,เล็ก,,,,,,,,,,,,,,,,,,,,15.8494368,103.8900115,File original,,,,,,,,,,,,,,,,,,,,,
921,757,150,140.05,,โรงเรียนนิคมวิทยา,,นิคมพัฒนา,นิคมพัฒนา,ระยอง,21180,2042,ตะวันออก,สพม.ชลบุรี ระยอง,,กฟก.2,3124,20002648600,ไม่สนใจ-มีเจ้าอื่นเข้าแล้ว,,,,,,,,#VALUE!,nikhomwittaya@nikhomwit.ac.th,nikhomwittaya@nikhomwit.ac.th,,หมิง,,,038-636110,,038-636-110,,#N/A,#N/A,กลางเล็ก,นางนิสา บรรจงการ,038-397501-5,,,,,,,,,,,Nop,,,1,M000112,,ไม่ซ้ำ,12.8268378,101.2073535,File Phat,,,,,,,,,,,,,,,,,,,,,
922,761,110,109.55,,โรงเรียนบ้านมาบตาพุด,,มาบตาพุด,เมืองระยอง,ระยอง,21150,2015,ตะวันออก,สพป.ระยอง,1,กฟก.2,3124,20002593258,ติดต่อใหม่-ไม่มีคนรับสาย,,,,,,,,#VALUE!,banmaptaput.school152@gmail.com,banmaptaput.school152@gmail.com,,หมิง,,,082 469 5679,,082-469-5679,,#N/A,#N/A,กลางเล็ก,นายเอกวัฒน์ ล้อสุนิรันดร์,038-285366,,,,,,,,,,,Nop,,,1,M000116,,ไม่ซ้ำ,12.7147491,101.1665181,File Phat,,,,,,,,,,,,,,,,,,,,,
923,764,80,73.39,,โรงเรียนเพรักษมาตาวิทยา,,เพ,เมืองระยอง,ระยอง,21160,1023,ตะวันออก,สพม.ชลบุรี ระยอง,,กฟก.2,3124,20001419313,,,,,,,,,,,,,,,,,,,56672.6,#N/A,SJP,เล็ก,,,,,,,,,,,,,,,,,,,,12.635706,101.428436,File original,,,,,,,,,,,,,,,,,,,,,
924,768,50,46.42,,โรงเรียนระยองปัญญานุกูล,ม.1,บ้านแลง,เมืองระยอง,ระยอง,21000,384,ตะวันออก,สศศ.,,กฟก.2,3124,20001770460,,,,,,,,,,,,,,,,,,,64847.88,#N/A,SJP,เล็ก,,,,,,,,,,,,,,,,,,,,12.6960851,101.3236219,File original,,,,,,,,,,,,,,,,,,,,,
925,771,60,50.42,,โรงเรียนระยองวิทยาคมนิคมอุตสาหกรรม,บ้านพัก 4,ห้วยโป่ง,เมืองระยอง,ระยอง,21150,428,ตะวันออก,สพม.ชลบุรี ระยอง,,กฟก.2,3124,20002605444,,,,,,,,,,,,,,,,,,,51429.74,#N/A,SJP,เล็ก,,,,,,,,,,,,,,,,,,,,12.7319677,101.1141016,File original,,,,,,,,,,,,,,,,,,,,,
926,772,120,111.75,,โรงเรียนระยองวิทยาคมปากน้ำ,,ปากน้ำ,เมืองระยอง,ระยอง,21000,881,ตะวันออก,สพม.ชลบุรี ระยอง,,กฟก.2,3124,20001871688,ติดต่อใหม่-ไม่มีคนรับสาย,,,,,,,,#VALUE!,,,,หมิง,,,038 940 381,,038-940-381,,#N/A,#N/A,กลางเล็ก,นางนิสา บรรจงการ,038-397501-5,,,,,,,,,,,,,,1,M000115,,ไม่ซ้ำ,12.6661715,101.2601289,File Phat,,,,,,,,,,,,,,,,,,,,,
927,779,120,113.49,,โรงเรียนอนุบาลระยอง (ฝ่ายประถม),,ท่าประดู่,เมืองระยอง,ระยอง,21000,ไม่พบ,ตะวันออก,สพป.ระยอง,1,กฟก.2,3124,20001837149,สนใจ,,,,,,,,#VALUE!,ส่งหนังสือเชิญ anuban.ry@gmail.com,anuban.ry@gmail.com,,หมิง,,,038-611154,,038-613-651,,#N/A,#N/A,กลางเล็ก,นายเอกวัฒน์ ล้อสุนิรันดร์,038-285366,,,,,,,,,,,,,,1,M000114,,ไม่ซ้ำ,12.6749376,101.2789739,File Phat,,,,,,,,,,,,,,,,,,,,,
928,781,70,64.16,,กองพันนักเรียนโรงเรียนทหารช่าง,เชิงสะพานศิริลักษณ์ ม.1,โคกหม้อ,เมืองราชบุรี,ราชบุรี,70000,ไม่พบ,ตะวันตก,กองทัพบก,,กฟต.1,3124,20004220693,,,,,,,,,,,,,,,,,,,95314.47,#N/A,i2,เล็ก,,,,,,,,,,,,,,,,,,,,13.54489243,99.82088051,File original,,,,,,,,,,,,,,,,,,,,,
929,785,140,134.43,,โรงเรียนช่องพรานวิทยา,,เตาปูน,โพธาราม,ราชบุรี,70120,654,ตะวันตก,สพม.ราชบุรี,,กฟต.1,3124,20004362129,ติดต่อใหม่-เบอร์ติดต่อไม่ได้,,,,,,,,#VALUE!,Chongpranschool@gmail.com,Chongpranschool@gmail.com,,หมิง,,,032-919128,,,,#N/A,#N/A,,,,,,,,,,,,,,,,,1,,,ไม่ซ้ำ,13.7162691,99.7755474,File Phat,,,,,,,,,,,,,,,,,,,,,
930,788,70,61.02,,โรงเรียนท่ามะขามวิทยา,ม.7,ดอนทราย,โพธาราม,ราชบุรี,70120,368,ตะวันตก,สพม.ราชบุรี,,กฟต.1,3124,20003765503,,,,,,,,,,,,,,,,,,,47924.62,#N/A,i2,เล็ก,,,,,,,,,,,,,,,,,,,,13.6175254,99.8443092,File original,,,,,,,,,,,,,,,,,,,,,
931,790,150,146.13,,โรงเรียนบางแพปฐมพิทยา,,บางแพ,บางแพ,ราชบุรี,70160,1018,ตะวันตก,สพม.ราชบุรี,,กฟต.1,3124,20004054062,ติดต่อใหม่-เบอร์ติดต่อไม่ได้,,,,,,,,#VALUE!,,,,หมิง,,,0-32381186,,,,#N/A,#N/A,,,,,,,,,,,,,,Pla,,,1,,,ไม่ซ้ำ,13.6967998,99.9250955,File Phat,,,,,,,,,,,,,,,,,,,,,
932,792,80,70.53,,โรงเรียนประสาทรัฐประชากิจ,94 ม.5,ประสาทสิทธิ์,ดำเนินสะดวก,ราชบุรี,70210,945,ตะวันตก,สพม.ราชบุรี,,กฟต.1,3124,20004381080,,,,,,,,,,,,,,,,,,,51275.58,#N/A,i2,เล็ก,,,,,,,,,,,,,,,,,,,,13.55313,100.0409792,File original,,,,,,,,,,,,,,,,,,,,,
933,816,100,98.89,,โรงเรียนศึกษาพิเศษลพบุรี,,ป่าตาล,เมืองลพบุรี,ลพบุรี,15000,ไม่พบ,กลาง,สศศ.,,กฟน.3,3124,20007056330,ติดต่อใหม่-เบอร์ติดต่อไม่ได้,,,,,,,,#VALUE!,,,,หมิง,,,036 420 030,,,,#N/A,#N/A,,นายอานนท์ จ่าแก้ว,0 5601 9715,,,,,,,,,,,,,,1,M000496,,ไม่ซ้ำ,14.782234,100.647186,File Phat,,,,,,,,,,,,,,,,,,,,,
934,821,110,103.11,,โรงเรียนกีฬาจังหวัดลำปาง,,บ่อแฮ้ว,เมืองลำปาง,ลำปาง,52220,ไม่พบ,เหนือ,สถาบันการพลศึกษา,,กฟน.1,3124,20005197407,ติดต่อใหม่-ไม่มีคนรับสาย,,,,,,,,#VALUE!,lampangsportschool@gmail.com,lampangsportschool@gmail.com,,หมิง,,,054 - 231273,,,,#N/A,#N/A,,,,,,,,,,,,,,,,,1,M000382,,ไม่ซ้ำ,18.3169081,99.4848731,File Phat,,,,,,,,,,,,,,,,,,,,,
935,825,80,73,,โรงเรียนเทศบาล 4(กองศึกษา),ถ.รอบเวียง,สวนดอก,เมืองลำปาง,ลำปาง,52220,ไม่พบ,เหนือ,เทศบาลนคร,,กฟน.1,3124,20005097041,,,,,,,,,,,,,,,,,,,52275.23,#N/A,i2,เล็ก,,,,,,,,,,,,,,,,,,,,18.287212,99.49215852,File original,,,,,,,,,,,,,,,,,,,,,
936,835,70,62.07,,โรงเรียนสารพัดช่าง จ.ลำปาง,,พระบาท,เมืองลำปาง,ลำปาง,52000,ไม่พบ,เหนือ,สอศ.,,กฟน.1,3124,20005102479,,,,,,,,,,,,,,,,,,,56883.39,#N/A,i2,เล็ก,,,,,,,,,,,,,,,,,,,,18.2791102,99.5150731,File original,,,,,,,,,,,,,,,,,,,,,
937,842,80,78.16,,โรงเรียนเทศบาล 1 บ้านกลาง(เทศบาลบ้านกลาง),202 ม.9,บ้านกลาง,เมืองลำพูน,ลำพูน,51000,ไม่พบ,เหนือ,เทศบาลตำบล,,กฟน.1,3124,20016868474,,,,,,,,,,,,,,,,,,,64947.91,#N/A,i2,เล็ก,,,,,,,,,,,,,,,,,,,,18.5788071,99.0666013,File original,,,,,,,,,,,,,,,,,,,,,
938,847,80,70.41,,โรงเรียนท่าลี่วิทยา,,ท่าลี่,ท่าลี่,เลย,42140,773,ตะวันออกเฉียงเหนือ,สพม.เลย หนองบัวลำภู,,กฟฉ.1,3124,20016245919,,,,,,,,,,,,,,,,,,,58252.8,#N/A,i2,เล็ก,,,,,,,,,,,,,,,,,,,,17.6247425,101.4352188,File original,,,,,,,,,,,,,,,,,,,,,
939,850,50,49.31,,โรงเรียนภูเรือวิทยา,,หนองบัว,ภูเรือ,เลย,42160,1108,ตะวันออกเฉียงเหนือ,สพม.เลย หนองบัวลำภู,,กฟฉ.1,3124,20015951082,,,,,,,,,,,,,,,,,,,47785.21,#N/A,i2,เล็ก,,,,,,,,,,,,,,,,,,,,17.44759781,101.3530764,File original,,,,,,,,,,,,,,,,,,,,,
940,852,70,60.72,,โรงเรียนศรีสองรักษ์วิทยา,,ด่านซ้าย,ด่านซ้าย,เลย,42120,1164,ตะวันออกเฉียงเหนือ,สพม.เลย หนองบัวลำภู,,กฟฉ.1,3124,20016247334,,,,,,,,,,,,,,,,,,,55762.93,#N/A,i2,เล็ก,,,,,,,,,,,,,,,,,,,,17.273199,101.1367645,File original,,,,,,,,,,,,,,,,,,,,,
941,854,120,117.85,,โรงเรียนสันติวิทยาสรรพ์,,ท่าช้างคล้อง,ผาขาว,เลย,42240,1209,ตะวันออกเฉียงเหนือ,สพม.เลย หนองบัวลำภู,,กฟฉ.1,3124,20014655983,ติดต่อใหม่-ไม่มีคนรับสาย,,,,,,,,#VALUE!,Santischool2522@gmail.com,Santischool2522@gmail.com,,หมิง,,,042 818 074,,,,#N/A,#N/A,,,,,,,,,,,,,,Pla,,,1,,,ไม่ซ้ำ,17.0440012,102.0839357,File Phat,,,,,,,,,,,,,,,,,,,,,
942,857,70,64.08,,โรงเรียนกระแชงวิทยา,บ.กระแซง,กระแชง,กันทรลักษ์,ศรีสะเกษ,33110,855,ตะวันออกเฉียงเหนือ,สพม.ศรีสะเกษ ยโสธร,,กฟฉ.2,3124,20012550358,,,,,,,,,,,,,,,,,,,49656.86,#N/A,i2,เล็ก,,,,,,,,,,,,,,,,,,,,14.65969,104.576926,File original,,,,,,,,,,,,,,,,,,,,,
943,862,320,313.93,,โรงเรียนขุขันธ์,,ห้วยเหนือ,ขุขันธ์,ศรีสะเกษ,33140,3654,ตะวันออกเฉียงเหนือ,สพม.ศรีสะเกษ ยโสธร,,กฟฉ.2,3124,20012250441,ติดต่อใหม่-ไม่มีคนรับสาย,,,,,,,,#VALUE!,kks@khukhan.ac.th,kks@khukhan.ac.th,,หมิง,,,045-671249,,,,#N/A,#N/A,,,,,,,,,,,,,,Pla,,,1,,,ไม่ซ้ำ,14.708915,104.1973414,File Phat,,,,,,,,,,,,,,,,,,,,,
944,863,80,74.24,,โรงเรียนขุขันธ์ราษฏร์บำรุง,,ห้วยเหนือ,ขุขันธ์,ศรีสะเกษ,33140,ไม่พบ,ตะวันออกเฉียงเหนือ,สช.,,กฟฉ.2,3124,20012225052,,,,,,,,,,,,,,,,,,,55955.43,#N/A,i2,เล็ก,,,,,,,,,,,,,,,,,,,,14.7153684,104.2012502,File original,,,,,,,,,,,,,,,,,,,,,
945,870,100,99.94,,โรงเรียนยางชุมน้อยพิทยาคม,,ยางชุมน้อย,ยางชุมน้อย,ศรีสะเกษ,33190,932,ตะวันออกเฉียงเหนือ,สพม.ศรีสะเกษ ยโสธร,,กฟฉ.2,3124,20010858183,ติดต่อใหม่-ไม่มีคนรับสาย,,,,,,,,#VALUE!,teacher01@ycpschool.ac.th,teacher01@ycpschool.ac.th,,หมิง,,,0-4568-7116,,,,#N/A,#N/A,,,,,,,,,,,,,,Pla,,,1,,,ไม่ซ้ำ,15.2596001,104.4035466,File Phat,,,,,,,,,,,,,,,,,,,,,
946,872,100,95.53,,โรงเรียนห้วยทับทันวิทยาคม,,ห้วยทับทัน,ห้วยทับทัน,ศรีสะเกษ,33210,1330,ตะวันออกเฉียงเหนือ,สพม.ศรีสะเกษ ยโสธร,,กฟฉ.2,3124,20011543012,ติดต่อใหม่-ไม่มีคนรับสาย,,,,,,,,#VALUE!,kruhwk@hwk.ac.th,kruhwk@hwk.ac.th,,หมิง,,,045-699080,,,,#N/A,#N/A,,,,,,,,,,,,,,Pla,,,1,,,ไม่ซ้ำ,15.0494885,104.0263114,File Phat,,,,,,,,,,,,,,,,,,,,,
947,877,110,104.76,,โรงเรียนอนุบาลศรีประชานุกูล,,ห้วยเหนือ,ขุขันธ์,ศรีสะเกษ,33140,1325,ตะวันออกเฉียงเหนือ,สพป.ศรีสะเกษ,3,กฟฉ.2,3124,20012248580,ติดต่อใหม่-ไม่มีคนรับสาย,,,,,,,,#VALUE!,i.am.krusunisa@gmail.com,i.am.krusunisa@gmail.com,,หมิง,,,045-671010,,,,#N/A,#N/A,,,,,,,,,,,,,,,,,1,,,ไม่ซ้ำ,14.710477,104.196611,File Phat,,,,,,,,,,,,,,,,,,,,,
948,886,70,68.53,,โรงเรียนภูดินแดงวิทยา,,หนองสนม,วานรนิวาส,สกลนคร,47120,ไม่พบ,ตะวันออกเฉียงเหนือ,กรมส่งเสริมการปกครองท้องถิ่น,,กฟฉ.1,3124,20016030955,,,,,,,,,,,,,,,,,,,90810.89,#N/A,i2,เล็ก,,,,,,,,,,,,,,,,,,,,17.5772352,103.8559208,File original,,,,,,,,,,,,,,,,,,,,,
949,888,140,135.48,,โรงเรียนมัธยมวาริชภูมิ,บ.ดงเชียงเครือ,ปลาโหล,วาริชภูมิ,สกลนคร,47150,1509,ตะวันออกเฉียงเหนือ,สพม.สกลนคร,,กฟฉ.1,3124,20015409150,,,,,,,,,,,,,,นายชาญเดช  สุริยภูมิ,รองผู้อำนวยการสถานศึกษา,087-2366687,นายบรรดา  แก้วบัวสา,,96314.09,,i2,กลางเล็ก,,,3582,2024-07-16,๐๔๓๓๗.๒๓/๓๕๕,2024-07-15,,,,,,,,,,,,,,17.3004074,103.6649703,File original,"[{""status"":""สนใจนำเสนอโครงการ"",""date"":""""},{""status"":""ตอบรับเข้าร่วมโครงการ"",""date"":""""}]","[{""activity"":""ส่งหนังสือเชิญ"",""date"":""""},{""activity"":""นัดหมาย+ส่งหนังสือขอชี้แจง+สำรวจ"",""date"":""""}]","[{""ca"":""20015409150"",""kw_pk"":""132.3"",""rate"":""3124""}]",132.30,,,,,,,,,,,,,0,https://moevethailand-my.sharepoint.com/:b:/g/personal/sarayut_s_moevedigital_com/EXvRUJA2B11OmigEgWVInbsBW5JjJ4iBh8hkxaZjOQ_0Ug?e=bvPica,,,
950,892,260,252.67,,โรงเรียนสว่างแดนดิน,,สว่างแดนดิน,สว่างแดนดิน,สกลนคร,47110,2700,ตะวันออกเฉียงเหนือ,สพม.สกลนคร,,กฟฉ.1,3124,20015959730,ติดต่อใหม่-ไม่มีคนรับสาย,,,,,,,,#VALUE!,swd@swdschool.ac.th,swd@swdschool.ac.th,,หมิง,,,042 721 030,,,,#N/A,#N/A,,,,,,,,,,,,,,Pla,,,1,,,ไม่ซ้ำ,17.4731353,103.4693727,File Phat,,,,,,,,,,,,,,,,,,,,,
951,978,160,157.35,,โรงเรียนมวกเหล็กวิทยา,,มิตรภาพ,มวกเหล็ก,สระบุรี,18180,1738,กลาง,สพม.สระบุรี,,กฟก.1,3124,20000890568,สนใจ,,ส่งหนังสือเชิญแล้ว-ไปรษณีย์,,7,7,7,2.5,5.9,ส่งหนังสือเชิญทางไลน์ รอง ผอ.สรายุทธ,,17-21 Mar,,,,,,036-342-065,,#N/A,#N/A,กลางเล็ก,นายบวร เทศารินทร์,0-3635-8612-16,,,,,,,,,,,Pla,,,1,M000163,,ไม่ซ้ำ,14.6366399,101.1963848,File Phat,,,,,,,,,,,,,,,,,,,,,
952,997,110,104.1,,โรงเรียนเทศบาลเมืองสุโขทัย,,ธานี,เมืองสุโขทัย,สุโขทัย,64000,ไม่พบ,กลาง,เทศบาลเมือง,,กฟน.2,3124,20016543256,ติดต่อใหม่-ไม่มีคนรับสาย,,,,,,,,#VALUE!,,,,หมิง,,,055 611 109,,,,#N/A,#N/A,,นางพัฒสอน ดอนพิมพา,055-611-126,,,,,,,,,,,,,,1,M000445,,ไม่ซ้ำ,17.0030075,99.8217089,File Phat,,,,,,,,,,,,,,,,,,,,,
953,999,90,82.24,,โรงเรียนบ้านด่านลานหอยวิทยา,ม.2,บ้านด่าน,บ้านด่านลานหอย,สุโขทัย,64140,1295,กลาง,สพม.สุโขทัย,,กฟน.2,3124,20010639043,,,,,,,,,,,,,,นายสรายุทธ์  กลับสุข,ครู,081-4233687,นายพงษ์ศักดิ์ ราชสมณะ,,80034.33,,SJP,เล็ก,,,3695,2024-07-24,๐๐๓๓.๘๐๑/๖๘๕,2024-07-22,,,,,,,,,,,,,,17.0121679,99.5884301,File original,"[{""status"":""สนใจนำเสนอโครงการ"",""date"":""""},{""status"":""ตอบรับเข้าร่วมโครงการ"",""date"":""2024-07-17""}]","[{""activity"":""ส่งหนังสือเชิญ"",""date"":""""},{""activity"":""นัดหมาย+ส่งหนังสือขอชี้แจง+สำรวจ"",""date"":""""}]","[{""ca"":""20010639043"",""kw_pk"":""79.38"",""rate"":""3124""}]",79.38,,,,,,,,,,,,,0,https://moevethailand-my.sharepoint.com/:b:/g/personal/sarayut_s_moevedigital_com/EVrQH96kLQFBpIWO9-Fx8z4BbfCI7yAeV1iLP-IAKohB6Q?e=Bz3lxO,,,
954,1000,70,65.46,,โรงเรียนบ้านโตนด (คีรีมาศวิทยา),โรงเรียนบ้านโตนด (คีรีมาศวิทยา),โตนด,คีรีมาศ,สุโขทัย,64160,ไม่พบ,กลาง,เทศบาลตำบล,,กฟน.2,3124,20018409503,,,,,,,,,,,,,,,,,,,60024.45,#N/A,SJP,เล็ก,,,,,,,,,,,,,,,,,,,,16.8345804,99.7994828,File original,,,,,,,,,,,,,,,,,,,,,
955,1003,100,96.8,,โรงเรียนศรีสำโรงชนูปถัมภ์,,คลองตาล,ศรีสำโรง,สุโขทัย,64120,1390,กลาง,สพม.สุโขทัย,,กฟน.2,3124,20010620496,ไม่สนใจ-พื้นที่ไม่พร้อม,,,,,,,,#VALUE!,ssr_school@ssr.ac.th,ssr_school@ssr.ac.th,,หมิง,,,055-682538,,,,#N/A,#N/A,,นายสุดเขต สวยสม,055-612793-5,,,,,,,,,,,Pla,,,1,M000446,,ไม่ซ้ำ,17.1567067,99.8541961,File Phat,,,,,,,,,,,,,,,,,,,,,
956,1004,90,80.94,,โรงเรียนอนุบาลศรีสัชนาลัย(บ้านหาดสูง),ม.3,หาดเสี้ยว,ศรีสัชนาลัย,สุโขทัย,64130,767,กลาง,สพป.สุโขทัย,2,กฟน.2,3124,20010628747,,,,,,,,,,,,,,,,,,,50331.42,#N/A,SJP,เล็ก,,,,,,,,,,,,,,,,,,,,17.5178915,99.7578773,File original,,,,,,,,,,,,,,,,,,,,,
957,1020,90,84.97,,โรงเรียนสวนแตงวิทยา,596 ม.4,สวนแตง,เมืองสุพรรณบุรี,สุพรรณบุรี,72210,803,กลาง,สพม.สุพรรณบุรี,,กฟก.3,3124,20003581479,,,,,,,,,,,,,,,,,,,54647.85,#N/A,SJP,เล็ก,,,,,,,,,,,,,,,,,,,,14.4271122,99.998147,File original,,,,,,,,,,,,,,,,,,,,,
958,1030,120,111.18,,โรงเรียนอู่ทองศึกษาลัย,,อู่ทอง,อู่ทอง,สุพรรณบุรี,72160,1140,กลาง,สพม.สุพรรณบุรี,,กฟก.3,3124,20003581925,สนใจ,,,,,,,,#VALUE!,รอส่งหนังสือเชิญให้ทางไลน์,,,หมิง,,,035-565455,,081-9074443,,#N/A,#N/A,กลางเล็ก,นายวชิระ ขวัญเพชร,035-535417,,,,,,,,,,,Pla,,,1,M000032,,ไม่ซ้ำ,14.3720799,99.8919951,File Phat,,,,,,,,,,,,,,,,,,,,,
959,1031,110,108.93,,โรงเรียนจอมพระประชาสรรค์,,จอมพระ,จอมพระ,สุรินทร์,32180,2168,ตะวันออกเฉียงเหนือ,สพม.สุรินทร์,,กฟฉ.3,3124,20014077204,,,,,,,,,,,,,,นายชัลพล เผือดจันทึก,รองผู้อำนวยการสถานศึกษา,081-9775257,นายแชม มุ่งดี,,79648.81,,i2,กลางเล็ก,,,3354,2024-07-08,๐๔๓๔๗.๒๐/๓๒๓,2024-06-04,,,,,,,,,,,,,,15.1182352,103.6104479,File original,"[{""status"":""สนใจนำเสนอโครงการ"",""date"":""""},{""status"":""ตอบรับเข้าร่วมโครงการ"",""date"":""2024-06-04""}]","[{""activity"":""ส่งหนังสือเชิญ"",""date"":""""},{""activity"":""นัดหมาย+ส่งหนังสือขอชี้แจง+สำรวจ"",""date"":""""}]","[{""ca"":""20014077204"",""kw_pk"":""107.1"",""rate"":""3124""}]",107.10,,,,,,,,,,,,,0,https://moevethailand-my.sharepoint.com/:b:/g/personal/sarayut_s_moevedigital_com/EWOgiHiWolROgo-f2WNWPkEBG4bpgDImFRlJKJBOggEyzg?e=HYp3LR,,,
960,1036,280,278.8,,โรงเรียนรัตนบุรี,,รัตนบุรี,รัตนบุรี,สุรินทร์,32130,2405,ตะวันออกเฉียงเหนือ,สพม.สุรินทร์,,กฟฉ.3,3124,20014420508,ติดต่อใหม่-เบอร์ติดต่อไม่ได้,,,,7,7,7,5.5,6.6,เบอร์ติดต่อไม่ได้,rattanaburischool@rattanaburi.ac.th,24-28 Mar,,นางสาวจันทนา  เหมาะทอง,รองผู้อำนวยการสถานศึกษา,081-1857769,นายยรรยง  วงศ์คำจันทร์,,,,#N/A,,,,3375,2024-06-06,๐๔๓๔๗.๕๒/๕๑๖,2024-05-11,,,,,,,,,,1,,,ไม่ซ้ำ,15.3301336,103.8569879,File Phat,"[{""status"":""สนใจนำเสนอโครงการ"",""date"":""""},{""status"":""ตอบรับเข้าร่วมโครงการ"",""date"":""2024-05-11""}]","[{""activity"":""ส่งหนังสือเชิญ"",""date"":""""},{""activity"":""นัดหมาย+ส่งหนังสือขอชี้แจง+สำรวจ"",""date"":""""}]","[{""ca"":""20014420508"",""kw_pk"":""278.8"",""rate"":""3124""}]",278.8,,,,,,,,,,,,,0,https://moevethailand-my.sharepoint.com/:b:/g/personal/sarayut_s_moevedigital_com/EQTBXduQXy5EnhQ87Ty0wisBXB4x5irHUT2k1yiwEyNfBg?e=kH26UA,,,
961,1038,90,84.76,,โรงเรียนสำโรงทาบวิทยาคม,บ.สำโรงทาบ,สำโรงทาบ,สำโรงทาบ,สุรินทร์,32170,1390,ตะวันออกเฉียงเหนือ,สพม.สุรินทร์,,กฟฉ.3,3124,20014357588,,,,,,,,,,,,,,,,,,,69743.51,#N/A,i2,เล็ก,,,,,,,,,,,,,,,,,,,,15.0111176,103.9441863,File original,,,,,,,,,,,,,,,,,,,,,
